total_spent_so_far,day_of_month,avg_daily_spend,food_spend,transport_spend,shopping_spend,bnpl_spend,entertainment_spend,days_remaining,budget,spend_ratio,income,bnpl_total,num_loans,savings,bnpl_ratio,savings_ratio,persona,has_bnpl,description,actual_month_total,risk_score
67.08,8,8.39,31.12,10.99,8.51,39.71,5.03,22,184.83,0.363,239.22,119.12,2,0.0,0.498,0.0,allowance,1,"Phnom Penh family allowance, no job",241.72,55.89
75.38,8,9.42,33.9,11.49,10.17,0.0,6.29,22,190.59,0.396,237.35,0.0,0,7.24,0.0,0.031,allowance,0,"Phnom Penh family allowance, no job",292.97,9.91
260.13,21,12.39,97.62,40.89,29.78,0.0,18.86,9,279.67,0.93,338.48,0.0,0,26.03,0.0,0.077,allowance,0,"Phnom Penh family allowance, no job",339.68,8.56
173.17,13,13.32,79.28,26.89,21.97,0.0,13.13,17,268.52,0.645,335.99,0.0,0,3.83,0.0,0.011,allowance,0,"Phnom Penh family allowance, no job",365.41,0.0
171.14,17,10.07,78.52,27.85,23.18,32.05,14.54,13,211.04,0.811,256.94,96.14,1,0.0,0.374,0.0,allowance,1,"Phnom Penh family allowance, no job",278.42,27.13
119.56,10,11.96,47.81,20.66,15.98,0.0,9.38,20,214.92,0.556,239.97,0.0,0,9.64,0.0,0.04,allowance,0,"Phnom Penh family allowance, no job",349.1,6.28
78.75,10,7.87,29.37,14.12,9.15,0.0,6.44,20,211.94,0.372,258.71,0.0,0,13.06,0.0,0.05,allowance,0,"Phnom Penh family allowance, no job",230.05,3.7
183.69,22,8.35,84.31,28.54,23.84,26.17,13.02,8,223.47,0.822,304.94,78.51,1,0.0,0.257,0.0,allowance,1,"Phnom Penh family allowance, no job",263.63,25.73
260.17,20,13.01,102.97,45.85,30.73,0.0,19.77,10,314.26,0.828,346.27,0.0,0,1.18,0.0,0.003,allowance,0,"Phnom Penh family allowance, no job",419.13,10.53
84.18,4,21.04,37.2,13.18,10.83,0.0,6.17,26,252.36,0.334,301.66,0.0,0,21.15,0.0,0.07,allowance,0,"Phnom Penh family allowance, no job",645.07,3.29
64.42,7,9.2,26.95,10.99,8.52,42.86,5.36,23,170.78,0.377,218.25,128.59,2,0.0,0.589,0.0,allowance,1,"Phnom Penh family allowance, no job",267.69,54.31
154.84,15,10.32,69.16,23.92,17.92,45.13,12.29,15,174.35,0.888,216.01,135.4,2,0.0,0.627,0.0,allowance,1,"Phnom Penh family allowance, no job",300.96,60.91
122.03,12,10.17,45.47,21.21,16.08,0.0,10.56,18,234.99,0.519,307.4,0.0,0,22.83,0.0,0.074,allowance,0,"Phnom Penh family allowance, no job",333.84,4.59
59.07,8,7.38,27.64,9.33,7.02,0.0,4.34,22,168.27,0.351,220.62,0.0,0,15.42,0.0,0.07,allowance,0,"Phnom Penh family allowance, no job",241.39,8.72
53.03,6,8.84,22.91,9.36,6.23,53.28,4.53,24,169.26,0.313,245.89,159.83,2,0.0,0.65,0.0,allowance,1,"Phnom Penh family allowance, no job",269.6,58.4
153.37,18,8.52,66.68,27.74,21.08,0.0,12.2,12,162.16,0.946,208.07,0.0,0,8.52,0.0,0.041,allowance,0,"Phnom Penh family allowance, no job",241.94,19.92
380.69,29,13.13,161.74,61.49,46.74,0.0,30.36,1,273.26,1.393,301.9,0.0,0,14.03,0.0,0.046,allowance,0,"Phnom Penh family allowance, no job",380.69,25.89
52.93,5,10.59,19.65,8.1,6.89,24.2,3.88,25,169.14,0.313,232.14,72.61,2,0.0,0.313,0.0,allowance,1,"Phnom Penh family allowance, no job",314.53,41.29
66.11,7,9.44,26.95,9.93,8.1,42.42,5.25,23,164.05,0.403,214.68,127.25,2,0.0,0.593,0.0,allowance,1,"Phnom Penh family allowance, no job",283.24,60.93
26.33,4,6.58,11.64,4.3,3.78,0.0,2.35,26,199.43,0.132,224.75,0.0,0,7.9,0.0,0.035,allowance,0,"Phnom Penh family allowance, no job",196.5,15.3
289.65,21,13.79,111.51,44.48,35.07,40.13,20.4,9,267.71,1.082,315.95,120.4,2,0.0,0.381,0.0,allowance,1,"Phnom Penh family allowance, no job",416.24,49.3
88.19,7,12.6,35.86,14.8,12.66,0.0,7.32,23,277.87,0.317,325.29,0.0,0,12.81,0.0,0.039,allowance,0,"Phnom Penh family allowance, no job",415.71,1.94
102.98,10,10.3,42.95,18.89,12.04,0.0,8.0,20,201.96,0.51,246.48,0.0,0,3.85,0.0,0.016,allowance,0,"Phnom Penh family allowance, no job",284.06,11.32
159.56,17,9.39,70.69,29.51,20.21,0.0,13.4,13,247.22,0.645,306.05,0.0,0,12.31,0.0,0.04,allowance,0,"Phnom Penh family allowance, no job",274.69,0.0
209.07,14,14.93,96.85,33.86,28.93,0.0,17.3,16,298.54,0.7,345.22,0.0,0,8.01,0.0,0.023,allowance,0,"Phnom Penh family allowance, no job",422.74,6.44
238.55,19,12.56,102.68,41.9,30.67,35.62,20.09,11,290.6,0.821,348.22,106.86,2,0.0,0.307,0.0,allowance,1,"Phnom Penh family allowance, no job",406.07,38.09
121.64,13,9.36,46.48,21.43,17.56,0.0,9.01,17,185.37,0.656,236.25,0.0,0,7.19,0.0,0.03,allowance,0,"Phnom Penh family allowance, no job",297.29,4.28
273.16,26,10.51,123.77,49.14,38.55,0.0,21.89,4,277.14,0.986,312.25,0.0,0,18.01,0.0,0.058,allowance,0,"Phnom Penh family allowance, no job",334.16,10.9
55.27,6,9.21,24.9,8.96,7.65,0.0,4.58,24,212.67,0.26,234.85,0.0,0,11.66,0.0,0.05,allowance,0,"Phnom Penh family allowance, no job",252.61,4.61
151.77,17,8.93,66.16,24.77,19.14,0.0,11.14,13,190.04,0.799,223.67,0.0,0,10.71,0.0,0.048,allowance,0,"Phnom Penh family allowance, no job",274.55,4.09
255.85,26,9.84,117.68,45.29,34.65,0.0,21.97,4,215.89,1.185,283.55,0.0,0,0.36,0.0,0.001,allowance,0,"Phnom Penh family allowance, no job",307.78,17.85
110.21,8,13.78,45.59,20.5,15.07,19.93,8.19,22,255.67,0.431,336.82,59.78,2,0.0,0.177,0.0,allowance,1,"Phnom Penh family allowance, no job",407.61,34.39
77.25,7,11.04,32.44,13.51,10.71,0.0,6.84,23,259.01,0.298,326.87,0.0,0,16.84,0.0,0.052,allowance,0,"Phnom Penh family allowance, no job",378.54,3.61
226.11,20,11.31,88.99,40.03,29.72,0.0,19.07,10,242.34,0.933,320.05,0.0,0,23.47,0.0,0.073,allowance,0,"Phnom Penh family allowance, no job",336.88,6.31
237.78,18,13.21,107.58,36.19,27.98,0.0,17.15,12,289.14,0.822,332.41,0.0,0,20.94,0.0,0.063,allowance,0,"Phnom Penh family allowance, no job",397.08,11.75
269.26,25,10.77,113.36,42.2,32.29,0.0,23.81,5,249.97,1.077,275.85,0.0,0,12.06,0.0,0.044,allowance,0,"Phnom Penh family allowance, no job",329.05,17.32
66.89,11,6.08,26.39,12.48,7.66,0.0,5.48,19,165.44,0.404,200.19,0.0,0,8.49,0.0,0.042,allowance,0,"Phnom Penh family allowance, no job",190.45,10.64
228.94,17,13.47,100.31,34.89,31.38,0.0,18.59,13,277.49,0.825,325.71,0.0,0,6.06,0.0,0.019,allowance,0,"Phnom Penh family allowance, no job",409.28,4.93
16.86,2,8.43,7.2,2.81,1.94,0.0,1.39,28,194.31,0.087,220.28,0.0,0,7.06,0.0,0.032,allowance,0,"Phnom Penh family allowance, no job",281.66,7.04
49.94,7,7.13,18.61,9.16,6.24,18.07,3.75,23,186.0,0.269,235.38,54.22,1,0.0,0.23,0.0,allowance,1,"Phnom Penh family allowance, no job",225.0,22.2
9.66,1,9.66,3.7,1.54,1.38,0.0,0.83,29,266.89,0.036,321.93,0.0,0,20.92,0.0,0.065,allowance,0,"Phnom Penh family allowance, no job",248.95,4.61
343.03,26,13.19,133.66,63.3,49.86,0.0,28.75,4,262.93,1.305,321.7,0.0,0,4.78,0.0,0.015,allowance,0,"Phnom Penh family allowance, no job",383.48,20.7
339.69,29,11.71,158.89,62.68,41.53,0.0,25.2,1,252.23,1.347,294.14,0.0,0,11.34,0.0,0.039,allowance,0,"Phnom Penh family allowance, no job",373.15,20.19
243.12,25,9.72,101.74,42.7,35.13,27.72,19.32,5,180.86,1.344,217.32,83.17,1,0.0,0.383,0.0,allowance,1,"Phnom Penh family allowance, no job",309.3,45.87
298.96,28,10.68,135.01,46.5,37.0,0.0,22.19,2,271.17,1.102,335.39,0.0,0,14.78,0.0,0.044,allowance,0,"Phnom Penh family allowance, no job",338.62,21.03
274.94,26,10.57,113.08,50.45,35.27,0.0,20.25,4,243.69,1.128,293.38,0.0,0,7.09,0.0,0.024,allowance,0,"Phnom Penh family allowance, no job",302.05,13.68
186.56,18,10.36,83.07,32.17,26.9,21.77,13.95,12,238.07,0.784,319.76,65.3,2,0.0,0.204,0.0,allowance,1,"Phnom Penh family allowance, no job",304.52,34.58
49.84,6,8.31,18.85,9.04,6.1,0.0,3.87,24,163.74,0.304,210.68,0.0,0,5.99,0.0,0.028,allowance,0,"Phnom Penh family allowance, no job",275.5,0.62
190.55,24,7.94,83.3,35.01,22.71,31.72,14.66,6,194.05,0.982,231.32,95.15,2,0.0,0.411,0.0,allowance,1,"Phnom Penh family allowance, no job",247.06,52.24
232.63,27,8.62,90.51,38.76,32.61,0.0,16.95,3,213.4,1.09,271.74,0.0,0,2.94,0.0,0.011,allowance,0,"Phnom Penh family allowance, no job",239.98,19.27
179.54,22,8.16,74.95,31.56,24.92,61.27,12.92,8,199.25,0.901,282.79,183.81,2,0.0,0.65,0.0,allowance,1,"Phnom Penh family allowance, no job",258.99,54.56
275.59,27,10.21,116.25,50.53,38.9,0.0,22.28,3,232.65,1.185,280.88,0.0,0,10.69,0.0,0.038,allowance,0,"Phnom Penh family allowance, no job",277.09,18.91
48.89,8,6.11,20.68,7.51,6.47,9.74,3.46,22,152.19,0.321,201.51,29.23,1,0.0,0.145,0.0,allowance,1,"Phnom Penh family allowance, no job",207.91,22.18
120.98,13,9.31,49.94,22.76,15.65,0.0,8.8,17,185.1,0.654,238.23,0.0,0,17.76,0.0,0.075,allowance,0,"Phnom Penh family allowance, no job",262.69,11.37
47.75,6,7.96,18.83,8.44,6.78,30.37,3.65,24,183.68,0.26,248.4,91.12,1,0.0,0.367,0.0,allowance,1,"Phnom Penh family allowance, no job",240.14,34.91
163.99,16,10.25,71.52,26.34,19.39,0.0,11.68,14,235.86,0.695,289.12,0.0,0,1.17,0.0,0.004,allowance,0,"Phnom Penh family allowance, no job",288.45,10.64
50.46,8,6.31,20.79,8.82,7.01,10.44,4.34,22,160.9,0.314,217.23,31.32,1,0.0,0.144,0.0,allowance,1,"Phnom Penh family allowance, no job",183.65,34.74
45.69,5,9.14,20.94,7.31,5.73,11.16,3.34,25,275.45,0.166,320.68,33.47,1,3.65,0.104,0.011,allowance,1,"Phnom Penh family allowance, no job",269.31,16.91
137.23,16,8.58,54.53,24.22,18.0,0.0,10.55,14,164.03,0.837,210.25,0.0,0,6.58,0.0,0.031,allowance,0,"Phnom Penh family allowance, no job",250.79,5.8
179.59,11,16.33,82.7,34.19,22.74,0.0,13.52,19,208.08,0.863,265.18,0.0,0,0.84,0.0,0.003,allowance,0,"Phnom Penh family allowance, no job",475.53,4.46
229.99,27,8.52,89.17,37.22,27.14,0.0,16.56,3,226.51,1.015,290.91,0.0,0,9.01,0.0,0.031,allowance,0,"Phnom Penh family allowance, no job",275.63,10.31
42.92,4,10.73,19.11,8.13,5.74,0.0,3.11,26,278.9,0.154,308.88,0.0,0,1.27,0.0,0.004,allowance,0,"Phnom Penh family allowance, no job",320.4,9.1
254.4,27,9.42,96.23,39.81,32.91,30.66,22.14,3,246.19,1.033,297.55,91.98,1,0.0,0.309,0.0,allowance,1,"Phnom Penh family allowance, no job",294.01,41.87
187.76,15,12.52,73.56,34.32,25.86,28.0,15.41,15,253.98,0.739,326.75,83.99,1,0.0,0.257,0.0,allowance,1,"Phnom Penh family allowance, no job",343.55,33.79
191.8,26,7.38,72.63,29.43,23.33,20.31,15.08,4,160.03,1.199,207.54,60.94,1,0.0,0.294,0.0,allowance,1,"Phnom Penh family allowance, no job",213.6,42.92
64.46,5,12.89,26.03,11.39,8.47,0.0,4.6,25,268.14,0.24,349.49,0.0,0,26.88,0.0,0.077,allowance,0,"Phnom Penh family allowance, no job",382.11,4.0
10.11,1,10.11,4.16,1.75,1.21,0.0,0.73,29,201.81,0.05,267.73,0.0,0,5.3,0.0,0.02,allowance,0,"Phnom Penh family allowance, no job",310.27,9.53
261.44,25,10.46,109.38,49.03,33.66,0.0,21.78,5,235.13,1.112,306.17,0.0,0,16.7,0.0,0.055,allowance,0,"Phnom Penh family allowance, no job",331.59,13.79
258.79,24,10.78,95.71,49.24,31.31,0.0,21.47,6,264.28,0.979,346.28,0.0,0,6.85,0.0,0.02,allowance,0,"Phnom Penh family allowance, no job",328.97,11.71
12.98,1,12.98,5.49,2.12,1.54,0.0,1.11,29,227.85,0.057,254.56,0.0,0,17.14,0.0,0.067,allowance,0,"Phnom Penh family allowance, no job",372.66,9.4
115.61,12,9.63,53.58,17.72,15.45,0.0,8.9,18,256.17,0.451,289.16,0.0,0,3.13,0.0,0.011,allowance,0,"Phnom Penh family allowance, no job",261.26,5.74
23.33,2,11.67,9.17,4.3,2.9,0.0,1.82,28,233.6,0.1,288.84,0.0,0,18.37,0.0,0.064,allowance,0,"Phnom Penh family allowance, no job",305.86,5.88
163.5,23,7.11,67.47,26.73,20.43,38.37,13.58,7,173.02,0.945,241.31,115.1,2,0.0,0.477,0.0,allowance,1,"Phnom Penh family allowance, no job",204.89,51.98
227.12,21,10.82,97.34,40.46,31.01,0.0,19.32,9,264.58,0.858,318.16,0.0,0,0.97,0.0,0.003,allowance,0,"Phnom Penh family allowance, no job",312.18,1.2
222.29,25,8.89,92.24,42.21,25.59,45.27,17.27,5,185.41,1.199,244.27,135.82,2,0.0,0.556,0.0,allowance,1,"Phnom Penh family allowance, no job",262.35,67.97
21.15,2,10.58,8.9,3.39,3.04,54.02,1.7,28,231.12,0.092,332.28,162.07,2,0.0,0.488,0.0,allowance,1,"Phnom Penh family allowance, no job",288.07,46.29
59.95,6,9.99,22.37,11.32,7.91,46.03,4.87,24,165.87,0.361,212.44,138.08,2,0.0,0.65,0.0,allowance,1,"Phnom Penh family allowance, no job",343.96,56.08
41.15,2,20.58,18.02,6.99,5.22,0.0,3.08,28,256.45,0.16,287.42,0.0,0,4.83,0.0,0.017,allowance,0,"Phnom Penh family allowance, no job",615.01,1.49
184.41,17,10.85,70.98,28.97,23.77,0.0,14.2,13,181.37,1.017,208.21,0.0,0,5.29,0.0,0.025,allowance,0,"Phnom Penh family allowance, no job",321.56,11.36
70.87,6,11.81,28.77,11.34,8.95,49.61,5.78,24,237.75,0.298,327.22,148.84,2,0.0,0.455,0.0,allowance,1,"Phnom Penh family allowance, no job",372.57,46.62
300.78,29,10.37,120.19,47.65,35.37,0.0,26.67,1,270.47,1.112,301.76,0.0,0,21.09,0.0,0.07,allowance,0,"Phnom Penh family allowance, no job",300.78,15.03
127.58,21,6.08,50.99,20.24,15.45,33.15,9.35,9,147.7,0.864,212.42,99.46,2,0.0,0.468,0.0,allowance,1,"Phnom Penh family allowance, no job",172.93,51.04
130.24,9,14.47,58.39,23.65,17.87,0.0,11.32,21,273.48,0.476,334.08,0.0,0,19.88,0.0,0.06,allowance,0,"Phnom Penh family allowance, no job",456.05,0.0
132.68,17,7.8,54.73,24.6,18.01,0.0,10.97,13,202.24,0.656,260.92,0.0,0,8.49,0.0,0.033,allowance,0,"Phnom Penh family allowance, no job",249.18,0.0
16.11,2,8.05,6.63,2.76,1.96,0.0,1.29,28,228.62,0.07,273.95,0.0,0,19.93,0.0,0.073,allowance,0,"Phnom Penh family allowance, no job",274.25,5.31
111.14,14,7.94,43.9,16.72,14.43,0.0,9.29,16,198.05,0.561,261.59,0.0,0,8.72,0.0,0.033,allowance,0,"Phnom Penh family allowance, no job",233.58,8.76
230.19,23,10.01,104.82,43.14,27.17,0.0,19.64,7,211.07,1.091,263.11,0.0,0,18.11,0.0,0.069,allowance,0,"Phnom Penh family allowance, no job",299.37,11.5
170.73,20,8.54,76.92,30.0,20.63,0.0,14.02,10,214.74,0.795,279.66,0.0,0,2.11,0.0,0.008,allowance,0,"Phnom Penh family allowance, no job",232.44,9.27
72.29,9,8.03,29.28,12.22,9.22,42.16,6.39,21,198.99,0.363,257.19,126.47,2,0.0,0.492,0.0,allowance,1,"Phnom Penh family allowance, no job",226.27,46.36
134.15,13,10.32,51.95,22.56,17.43,0.0,10.68,17,181.75,0.738,241.9,0.0,0,13.65,0.0,0.056,allowance,0,"Phnom Penh family allowance, no job",322.36,4.53
313.71,25,12.55,122.44,57.48,43.15,0.0,27.99,5,257.29,1.219,333.27,0.0,0,5.99,0.0,0.018,allowance,0,"Phnom Penh family allowance, no job",340.16,23.21
276.93,25,11.08,117.92,45.38,37.24,0.0,21.74,5,205.03,1.351,259.53,0.0,0,8.55,0.0,0.033,allowance,0,"Phnom Penh family allowance, no job",325.7,22.36
50.06,4,12.51,20.78,8.07,6.28,0.0,4.15,26,246.21,0.203,285.85,0.0,0,16.1,0.0,0.056,allowance,0,"Phnom Penh family allowance, no job",361.01,11.5
144.07,13,11.08,62.72,21.97,20.86,53.04,12.24,17,240.15,0.6,290.58,159.13,2,0.0,0.548,0.0,allowance,1,"Phnom Penh family allowance, no job",338.5,54.92
207.08,29,7.14,92.13,33.56,26.76,0.0,14.97,1,175.16,1.182,202.37,0.0,0,1.96,0.0,0.01,allowance,0,"Phnom Penh family allowance, no job",207.08,25.55
261.0,24,10.88,108.41,44.96,37.45,0.0,21.04,6,256.47,1.018,337.42,0.0,0,7.03,0.0,0.021,allowance,0,"Phnom Penh family allowance, no job",299.48,15.84
136.8,9,15.2,52.8,25.64,17.35,0.0,10.81,21,291.32,0.47,333.8,0.0,0,6.72,0.0,0.02,allowance,0,"Phnom Penh family allowance, no job",472.69,5.98
246.14,23,10.7,98.2,40.54,33.58,0.0,17.68,7,226.9,1.085,294.58,0.0,0,15.21,0.0,0.052,allowance,0,"Phnom Penh family allowance, no job",313.27,10.55
14.05,1,14.05,6.18,2.25,1.95,0.0,1.22,29,243.34,0.058,292.38,0.0,0,6.08,0.0,0.021,allowance,0,"Phnom Penh family allowance, no job",464.4,8.15
180.31,13,13.87,75.13,29.93,26.05,0.0,13.97,17,272.29,0.662,335.92,0.0,0,14.01,0.0,0.042,allowance,0,"Phnom Penh family allowance, no job",390.6,10.85
162.43,19,8.55,68.31,28.6,22.98,0.0,13.35,11,178.71,0.909,209.4,0.0,0,9.81,0.0,0.047,allowance,0,"Phnom Penh family allowance, no job",264.76,3.53
131.46,16,8.22,52.42,24.83,15.68,0.0,10.04,14,205.05,0.641,250.35,0.0,0,8.52,0.0,0.034,allowance,0,"Phnom Penh family allowance, no job",246.19,6.68
62.54,4,15.64,25.58,11.29,8.92,0.0,5.6,26,228.2,0.274,249.3,0.0,0,2.62,0.0,0.011,allowance,0,"Phnom Penh family allowance, no job",500.14,7.6
30.08,3,10.03,13.07,5.09,4.05,0.0,2.47,27,160.84,0.187,200.51,0.0,0,14.92,0.0,0.074,allowance,0,"Phnom Penh family allowance, no job",301.09,5.14
150.91,13,11.61,66.35,28.27,20.4,0.0,11.88,17,229.88,0.656,305.49,0.0,0,7.44,0.0,0.024,allowance,0,"Phnom Penh family allowance, no job",348.47,6.35
159.88,21,7.61,73.16,27.07,23.08,0.0,11.82,9,188.25,0.849,250.97,0.0,0,14.62,0.0,0.058,allowance,0,"Phnom Penh family allowance, no job",228.68,7.58
73.62,8,9.2,31.64,12.66,9.82,0.0,6.06,22,199.55,0.369,257.32,0.0,0,15.11,0.0,0.059,allowance,0,"Phnom Penh family allowance, no job",275.74,5.93
138.24,14,9.87,59.75,23.02,18.22,21.88,10.16,16,235.15,0.588,292.6,65.63,2,0.0,0.224,0.0,allowance,1,"Phnom Penh family allowance, no job",319.12,38.47
287.77,23,12.51,119.61,46.88,41.79,0.0,25.06,7,294.03,0.979,329.55,0.0,0,6.22,0.0,0.019,allowance,0,"Phnom Penh family allowance, no job",372.38,8.93
178.05,15,11.87,66.1,30.48,22.24,0.0,13.39,15,216.58,0.822,284.1,0.0,0,3.89,0.0,0.014,allowance,0,"Phnom Penh family allowance, no job",372.14,9.54
44.53,5,8.91,20.4,7.87,5.97,0.0,3.3,25,186.23,0.239,205.56,0.0,0,5.95,0.0,0.029,allowance,0,"Phnom Penh family allowance, no job",273.84,3.85
72.2,6,12.03,29.19,12.67,8.52,0.0,5.16,24,171.9,0.42,211.43,0.0,0,2.4,0.0,0.011,allowance,0,"Phnom Penh family allowance, no job",403.68,10.81
82.42,6,13.74,38.32,13.7,11.61,0.0,6.91,24,211.83,0.389,241.73,0.0,0,11.46,0.0,0.047,allowance,0,"Phnom Penh family allowance, no job",430.53,6.47
35.17,4,8.79,13.09,5.78,4.16,0.0,2.49,26,229.95,0.153,271.38,0.0,0,12.0,0.0,0.044,allowance,0,"Phnom Penh family allowance, no job",264.44,9.04
284.2,30,9.47,124.15,48.24,39.18,39.91,21.05,0,198.56,1.431,275.47,119.72,2,0.0,0.435,0.0,allowance,1,"Phnom Penh family allowance, no job",306.28,68.9
156.84,14,11.2,72.7,23.6,18.25,0.0,11.45,16,254.21,0.617,337.05,0.0,0,25.72,0.0,0.076,allowance,0,"Phnom Penh family allowance, no job",322.29,8.63
49.09,5,9.82,20.72,8.78,6.47,0.0,4.22,25,272.78,0.18,314.61,0.0,0,10.51,0.0,0.033,allowance,0,"Phnom Penh family allowance, no job",291.63,13.82
315.27,20,15.76,125.9,57.14,39.09,0.0,25.1,10,309.95,1.017,346.77,0.0,0,24.9,0.0,0.072,allowance,0,"Phnom Penh family allowance, no job",436.95,9.02
321.98,25,12.88,132.97,49.49,45.91,37.13,23.1,5,279.61,1.152,324.89,111.39,2,0.0,0.343,0.0,allowance,1,"Phnom Penh family allowance, no job",373.47,47.62
290.27,23,12.62,113.13,50.26,39.66,0.0,25.21,7,236.31,1.228,285.58,0.0,0,14.3,0.0,0.05,allowance,0,"Phnom Penh family allowance, no job",386.45,20.91
249.48,25,9.98,99.24,40.62,36.31,0.0,22.25,5,231.63,1.077,291.27,0.0,0,6.08,0.0,0.021,allowance,0,"Phnom Penh family allowance, no job",292.54,12.71
156.93,20,7.85,61.93,26.36,19.68,0.0,11.48,10,182.61,0.859,238.21,0.0,0,16.39,0.0,0.069,allowance,0,"Phnom Penh family allowance, no job",262.05,8.58
185.22,23,8.05,77.31,30.15,21.87,0.0,14.11,7,187.49,0.988,212.69,0.0,0,8.31,0.0,0.039,allowance,0,"Phnom Penh family allowance, no job",216.49,9.35
204.14,25,8.17,90.35,37.1,25.83,25.22,15.06,5,198.36,1.029,253.44,75.67,2,0.0,0.299,0.0,allowance,1,"Phnom Penh family allowance, no job",263.94,45.38
117.09,11,10.64,54.82,19.33,16.63,9.12,9.23,19,242.0,0.484,305.08,27.36,1,7.71,0.09,0.025,allowance,1,"Phnom Penh family allowance, no job",285.84,20.12
257.32,18,14.3,112.13,38.7,30.99,26.41,19.55,12,267.65,0.961,340.65,79.22,1,0.0,0.233,0.0,allowance,1,"Phnom Penh family allowance, no job",407.64,30.14
311.93,22,14.18,143.94,58.41,44.0,0.0,25.22,8,279.35,1.117,340.67,0.0,0,18.51,0.0,0.054,allowance,0,"Phnom Penh family allowance, no job",383.26,8.6
98.9,9,10.99,44.59,14.86,11.7,0.0,7.77,21,253.51,0.39,296.62,0.0,0,17.36,0.0,0.059,allowance,0,"Phnom Penh family allowance, no job",330.18,3.22
244.02,26,9.39,95.63,43.82,33.09,0.0,19.43,4,177.35,1.376,210.53,0.0,0,6.61,0.0,0.031,allowance,0,"Phnom Penh family allowance, no job",291.23,22.59
238.48,27,8.83,99.95,38.57,32.34,0.0,17.3,3,216.02,1.104,245.69,0.0,0,18.92,0.0,0.077,allowance,0,"Phnom Penh family allowance, no job",263.35,13.1
198.36,18,11.02,73.91,31.58,28.18,0.0,14.46,12,251.24,0.79,285.92,0.0,0,1.37,0.0,0.005,allowance,0,"Phnom Penh family allowance, no job",326.28,9.12
154.46,17,9.09,66.85,28.67,19.11,0.0,11.79,13,234.53,0.659,263.99,0.0,0,9.47,0.0,0.036,allowance,0,"Phnom Penh family allowance, no job",282.88,5.9
7.29,1,7.29,3.21,1.22,0.9,0.0,0.63,29,205.2,0.036,264.21,0.0,0,7.92,0.0,0.03,allowance,0,"Phnom Penh family allowance, no job",220.9,3.5
304.09,23,13.22,115.39,54.52,35.93,0.0,26.07,7,246.22,1.235,289.24,0.0,0,2.01,0.0,0.007,allowance,0,"Phnom Penh family allowance, no job",366.69,19.94
47.63,4,11.91,20.04,7.35,6.03,0.0,4.13,26,259.01,0.184,316.53,0.0,0,22.35,0.0,0.071,allowance,0,"Phnom Penh family allowance, no job",367.48,2.47
185.12,19,9.74,70.36,31.92,22.59,19.54,13.56,11,231.97,0.798,281.97,58.63,1,0.0,0.208,0.0,allowance,1,"Phnom Penh family allowance, no job",273.3,32.62
218.53,15,14.57,96.04,40.86,25.32,0.0,16.35,15,231.82,0.943,275.61,0.0,0,1.66,0.0,0.006,allowance,0,"Phnom Penh family allowance, no job",402.74,12.12
25.67,2,12.83,10.39,4.21,3.31,52.04,2.27,28,256.55,0.1,315.99,156.13,2,0.0,0.494,0.0,allowance,1,"Phnom Penh family allowance, no job",413.78,52.16
23.21,2,11.6,8.93,3.79,2.68,0.0,1.86,28,241.52,0.096,268.39,0.0,0,14.62,0.0,0.054,allowance,0,"Phnom Penh family allowance, no job",390.55,1.06
243.67,24,10.15,100.64,42.87,31.43,0.0,20.99,6,243.23,1.002,312.86,0.0,0,6.34,0.0,0.02,allowance,0,"Phnom Penh family allowance, no job",309.14,11.14
136.54,17,8.03,58.11,22.0,19.58,0.0,10.24,13,187.77,0.727,245.09,0.0,0,3.34,0.0,0.014,allowance,0,"Phnom Penh family allowance, no job",229.93,6.77
250.17,29,8.63,95.74,46.92,28.7,0.0,21.56,1,235.62,1.062,302.33,0.0,0,18.94,0.0,0.063,allowance,0,"Phnom Penh family allowance, no job",250.17,16.44
182.65,15,12.18,84.08,34.38,21.11,0.0,13.89,15,244.43,0.747,267.31,0.0,0,16.81,0.0,0.063,allowance,0,"Phnom Penh family allowance, no job",350.67,3.18
242.5,18,13.47,106.91,44.54,28.04,0.0,20.09,12,287.33,0.844,343.49,0.0,0,8.71,0.0,0.025,allowance,0,"Phnom Penh family allowance, no job",384.4,10.9
134.13,20,6.71,58.59,20.92,16.49,0.0,10.76,10,170.52,0.787,201.9,0.0,0,2.74,0.0,0.014,allowance,0,"Phnom Penh family allowance, no job",186.52,4.41
195.51,20,9.78,85.44,34.68,26.31,0.0,14.35,10,207.72,0.941,268.52,0.0,0,16.0,0.0,0.06,allowance,0,"Phnom Penh family allowance, no job",304.47,8.92
57.92,6,9.65,24.58,10.06,7.81,48.81,5.15,24,205.54,0.282,257.36,146.42,2,0.0,0.569,0.0,allowance,1,"Phnom Penh family allowance, no job",279.63,60.52
9.6,1,9.6,4.04,1.76,1.38,0.0,0.81,29,193.27,0.05,226.35,0.0,0,1.39,0.0,0.006,allowance,0,"Phnom Penh family allowance, no job",288.85,5.57
55.06,5,11.01,23.89,9.63,7.74,0.0,4.4,25,233.96,0.235,270.06,0.0,0,16.98,0.0,0.063,allowance,0,"Phnom Penh family allowance, no job",349.4,10.25
176.08,17,10.36,71.64,28.3,20.37,0.0,13.41,13,236.36,0.745,276.48,0.0,0,18.44,0.0,0.067,allowance,0,"Phnom Penh family allowance, no job",312.85,3.32
